iter	Passed	Remaining
132	16721	109002
133	16789	108504
134	16883	108180
135	17012	108082
136	17182	108237
137	17302	108078
138	17425	107939
139	17547	107792
140	17657	107574
141	17776	107412
142	17909	107329
143	18040	107238
144	18155	107055
145	18277	106911
146	18421	106891
147	18468	106317
148	18602	106248
149	18730	106141
150	18857	106028
151	19001	106009
152	19127	105889
153	19257	105793
154	19502	106318
155	19614	106121
156	19738	105985
157	19868	105882
158	19985	105706
159	20112	105591
160	20238	105468
161	20379	105420
162	20484	105188
163	20605	105040
164	20730	104908
165	20853	104771
166	20951	104506
167	21070	104346
168	21205	104270
169	21344	104211
170	21393	103713
171	21475	103380
172	21563	103081
173	21722	103121
174	21865	103079
175	21977	102894
176	22092	102723
177	22232	102668
178	22302	102290
179	22416	102118
180	22532	101957
181	22667	101880
182	22786	101731
183	22916	101631
184	23028	101451
185	23169	101398
186	23279	101209
187	23403	101085
188	23516	100909
189	23649	100823
190	23784	100739
191	23880	100498
192	24006	100381
193	24125	100233
194	24248	100101
195	24292	99647
196	24435	99602
197	24576	99545
198	24693	99395
199	24803	99214
200	24928	99091
201	25054	98975
202	25181	98864
203	25304	98738
204	25438	98649
205	25578	98587
206	25692	98424
207	25752	98057
208	25894	98001
209	26017	97875
210	26175	97878
211	26318	97823
212	26385	97490
213	26482	97266
214	26537	96893
215	26598	96542
216	26726	96435
217	26850	96316
218	26986	96239
219	27102	96089
220	27239	96016
221	27377	95945
222	27504	95832
223	27717	96020
224	27777	95678
225	27898	95544
226	28009	95379
227	28152	95323
228	28259	95144
229	28301	94748
230	28454	94723
231	28593	94652
232	28647	94302
233	28768	94173
234	28910	94113
235	29033	93988
236	29158	93873
237	29300	93811
238	29434	93723
239	29556	93594
240	29689	93504
241	29796	93328
242	29917	93200
243	30020	93012
244	30163	92953
245	30314	92914
246	30434	92782
247	30539	92604
248	30702	92601
249	30834	92502
250	30945	92341
251	31073	92234
252	31189	92087
253	31312	91966
254	31436	91844
255	31553	91703
256	31704	91658
257	31809	91484
258	31928	91346
259	32062	91255
260	32184	91128
261	32296	90971
262	32435	90892
263	32565	90788
264	32708	90719
265	32834	90603
266	33001	90600
267	33128	90484
268	33260	90383
269	33376	90239
270	33514	90156
271	33639	90036
272	33789	89981
273	33915	89864
274	34023	89697
275	34136	89546
276	34230	89345
277	34329	89157
278	34469	89076
279	34598	88966
280	34729	88862
281	34828	88676
282	34942	88528
283	35076	88432
284	35261	88464
285	35376	88318
286	35499	88192
287	35627	88079
288	35827	88142
289	35946	88005
290	36100	87956
291	36246	87885
292	36393	87816
293	36538	87741
294	36654	87599
295	36776	87468
296	36897	87335
297	37029	87231
298	37172	87149
299	37303	87040
300	37467	87009
301	37601	86905
302	37726	86784
303	37848	86653
304	37982	86550
305	38125	86466
306	38240	86322
307	38383	86238
308	38519	86138
309	38646	86020
310	38791	85940
311	38939	85867
312	39068	85751
313	39192	85624
314	39333	85534
315	39471	85437
316	39586	85291
317	39756	85263
318	39885	85147
319	40021	85044
320	40154	84937
321	40274	84802
322	40415	84710
323	40569	84644
324	40700	84531
325	40822	84399
326	40951	84282
327	41077	84158
328	41183	83994
329	41311	83874
330	41450	83777
331	41573	83648
332	41694	83515
333	41824	83398
334	41988	83351
335	42109	83215
336	42233	83088
337	42379	83002
338	42516	82900
339	42634	82760
340	42771	82657
341	42910	82558
342	43033	82428
343	43161	82308
344	43306	82218
345	43444	82116
346	43581	82014
347	43724	81921
348	43856	81805
349	43983	81683
350	44183	81695
351	44312	81576
352	44429	81433
353	44552	81301
354	44674	81169
355	44810	81061
356	44929	80923
357	45050	80788
358	45169	80651
359	45309	80550
360	45446	80444
361	45600	80366
362	45721	80232
363	45810	80042
364	45947	79935
365	46095	79848
366	46201	79687
367	46292	79501
368	46450	79431
369	46571	79296
370	46692	79163
371	46817	79035
372	46943	78911
373	47086	78813
374	47185	78643
375	47305	78506
376	47444	78403
377	47583	78299
378	47726	78200
379	47858	78085
380	47977	77947
381	48102	77820
382	48238	77711
383	48344	77553
384	48459	77409
385	48593	77297
386	48745	77212
387	48837	77033
388	48961	76903
389	49065	76742
390	49194	76622
391	49318	76494
392	49456	76387
393	49602	76291
394	49738	76181
395	49856	76043
396	49979	75913
397	50086	75758
398	50210	75630
399	50351	75526
400	50487	75416
401	50630	75316
402	50761	75197
403	50921	75122
404	51035	74977
405	51151	74837
406	51274	74706
407	51407	74590
408	51521	74448
409	51658	74338
410	51789	74219
411	51950	74142
412	52122	74081
413	52243	73947
414	52387	73846
415	52517	73726
416	52640	73595
417	52763	73464
418	52885	73333
419	52995	73184
420	53080	73001
421	53239	72920
422	53355	72780
423	53474	72643
424	53581	72492
425	53671	72317
426	53771	72157
427	53866	71989
428	53954	71812
429	54036	71629
430	54140	71475
431	54245	71322
432	54435	71281
433	54562	71157
434	54678	71018
435	54832	70930
436	54941	70783
437	55068	70658
438	55212	70555
439	55369	70470
440	55494	70343
441	55615	70211
442	55740	70085
443	55883	69980
444	56030	69880
445	56176	69779
446	56294	69643
447	56452	69558
448	56592	69448
449	56716	69320
450	56851	69205
451	56993	69098
452	57123	68976
453	57228	68825
454	57348	68691
455	57481	68574
456	57637	68484
457	57772	68368
458	57903	68247
459	58044	68139
460	58176	68019
461	58299	67889
462	58410	67746
463	58551	67636
464	58657	67487
465	58790	67369
466	58933	67262
467	59065	67142
468	59211	67039
469	59335	66910
470	59474	66798
471	59622	66695
472	59741	66561
473	59864	66431
474	60018	66336
475	60154	66220
476	60269	66081
477	60390	65949
478	60519	65825
479	60661	65716
480	60804	65608
481	60936	65488
482	61079	65378
483	61218	65265
484	61358	65153
485	61472	65013
486	61603	64892
487	61704	64738
488	61845	64628
489	61949	64478
490	62074	64350
491	62225	64249
492	62353	64123
493	62499	64018
494	62612	63876
495	62723	63734
496	62859	63618
497	62988	63494
498	63124	63377
499	63249	63249
500	63372	63119
501	63535	63028
502	63702	62943
503	63815	62802
504	63919	62653
505	64022	62504
506	64124	62353
507	64230	62207
508	64347	62072
509	64477	61949
510	64586	61805
511	64669	61637
512	64783	61500
513	64880	61346
514	64994	61208
515	65126	61087
516	65225	60935
517	65327	60787
518	65435	60644
519	65532	60491
520	65621	60331
521	65734	60193
522	65861	60068
523	65971	59928
524	66135	59837
525	66254	59704
526	66366	59566
527	66523	59467
528	66684	59372
529	66811	59247
530	66961	59142
531	67085	59015
532	67200	58879
533	67322	58749
534	67437	58613
535	67551	58477
536	67654	58331
537	67763	58190
538	67897	58072
539	68095	58007
540	68203	57866
541	68338	57747
542	68430	57592
543	68590	57495
544	68715	57368
545	68875	57270
546	68980	57126
547	69104	56998
548	69223	56866
549	69358	56747
550	69455	56597
551	69549	56446
552	69676	56320
553	69788	56183
554	69925	56066
555	70057	55945
556	70163	55803
557	70285	55674
558	70426	55560
559	70554	55435
560	70668	55300
561	70788	55169
562	70882	55019
563	71004	54890
564	71145	54775
565	71252	54635
566	71382	54512
567	71495	54377
568	71632	54259
569	71762	54136
570	71890	54012
571	72028	53895
572	72230	53826
573	72351	53696
574	72472	53566
575	72598	53440
576	72718	53310
577	72835	53177
578	72975	53061
579	73094	52930
580	73239	52818
581	73419	52731
582	73554	52611
583	73687	52489
584	73834	52378
585	73994	52276
586	74140	52163
587	74280	52046
588	74408	51921
589	74532	51793
590	74671	51675
591	74819	51564
592	74952	51442
593	75080	51317
594	75176	51170
595	75325	51059
596	75458	50937
597	75622	50836
598	75746	50708
599	75880	50587
600	76007	50460
601	76107	50316
602	76228	50186
603	76372	50071
604	76515	49956
605	76651	49835
606	76769	49704
607	76910	49586
608	77040	49462
609	77151	49326
610	77291	49208
611	77416	49081
612	77553	48961
613	77681	48835
614	77836	48726
615	77990	48617
616	78119	48492
617	78291	48393
618	78411	48263
619	78512	48120
620	78615	47979
621	78732	47846
622	78861	47721
623	78985	47593
624	79116	47469
625	79249	47347
626	79382	47224
627	79506	47096
628	79623	46963
629	79765	46846
630	79904	46727
631	80051	46612
632	80161	46475
633	80270	46339
634	80380	46203
635	80513	46079
636	80652	45960
637	80841	45869
638	80953	45734
639	81071	45602
640	81188	45470
641	81310	45341
642	81413	45201
643	81535	45072
644	81645	44936
645	81777	44813
646	81891	44679
647	82011	44549
648	82150	44429
649	82291	44310
650	82411	44180
651	82528	44048
652	82667	43928
653	82800	43806
654	82921	43676
655	83047	43549
656	83172	43421
657	83312	43302
658	83433	43172
659	83562	43047
660	83713	42933
661	83863	42818
662	83992	42692
663	84152	42583
664	84294	42464
665	84416	42334
666	84579	42226
667	84718	42105
668	84834	41973
669	84938	41835
670	85114	41732
671	85248	41609
672	85387	41488
673	85494	41352
674	85605	41217
675	85738	41093
676	85840	40955
677	85952	40821
678	86077	40693
679	86199	40564
680	86339	40443
681	86480	40323
682	86622	40204
683	86776	40089
684	86893	39958
685	87034	39837
686	87163	39712
687	87331	39603
688	87470	39482
689	87594	39353
690	87723	39228
691	87849	39100
692	87993	38981
693	88128	38857
694	88251	38729
695	88403	38612
696	88539	38489
697	88645	38353
698	88779	38229
699	88939	38116
700	89070	37991
701	89202	37866
702	89332	37740
703	89431	37601
704	89534	37464
705	89666	37339
706	89785	37209
707	89911	37082
708	90059	36963
709	90179	36834
710	90302	36705
711	90414	36572
712	90556	36451
713	90682	36323
714	90803	36194
715	90939	36070
716	91064	35943
717	91235	35833
718	91355	35703
719	91492	35580
720	91612	35450
721	91741	35324
722	91866	35196
723	91993	35069
724	92134	34947
725	92255	34818
726	92388	34693
727	92529	34571
728	92635	34436
729	92771	34312
730	92889	34182
731	92990	34045
732	93112	33916
733	93245	33791
734	93384	33669
735	93539	33552
736	93660	33423
737	93795	33298
738	93947	33180
739	94071	33052
740	94220	32932
741	94362	32810
742	94504	32688
743	94635	32562
744	94762	32435
745	94886	32307
746	95014	32180
747	95142	32053
748	95266	31925
749	95401	31800
750	95538	31676
751	95695	31559
752	95822	31431
753	95952	31305
754	96086	31180
755	96223	31056
756	96305	30914
757	96465	30797
758	96597	30671
759	96778	30561
760	96915	30437
761	97020	30302
762	97137	30172
763	97232	30035
764	97314	29894
765	97413	29758
766	97516	29623
767	97655	29499
768	97774	29370
769	97887	29239
770	97992	29105
771	98117	28977
772	98261	28855
773	98394	28730
774	98490	28593
775	98576	28455
776	98686	28323
777	98822	28198
778	98966	28076
779	99081	27945
780	99169	27808
781	99292	27680
782	99451	27561
783	99559	27429
784	99644	27291
785	99777	27165
786	99893	27036
787	100030	26911
788	100206	26797
789	100333	26671
790	100424	26534
791	100544	26405
792	100676	26279
793	100793	26150
794	100944	26029
795	101075	25903
796	101196	25775
797	101312	25645
798	101450	25521
799	101584	25396
800	101707	25268
801	101836	25141
802	101956	25012
803	102088	24887
804	102229	24763
805	102408	24649
806	102518	24518
807	102633	24388
808	102725	24252
809	102846	24124
810	102990	24001
811	103106	23871
812	103254	23749
813	103371	23620
814	103552	23505
815	103692	23381
816	103818	23254
817	103928	23123
818	104065	22998
819	104270	22888
820	104384	22758
821	104496	22628
822	104675	22512
823	104790	22382
824	104922	22256
825	105058	22130
826	105157	21997
827	105273	21868
828	105394	21740
829	105522	21613
830	105643	21484
831	105783	21360
832	105874	21225
833	105965	21091
834	106107	20967
835	106251	20843
836	106407	20722
837	106526	20593
838	106646	20464
839	106770	20337
840	106931	20216
841	107060	20089
842	107182	19961
843	107304	19833
844	107446	19709
845	107561	19579
846	107726	19459
847	107878	19336
848	108025	19213
849	108161	19087
850	108315	18964
851	108429	18835
852	108532	18703
853	108635	18572
854	108749	18442
855	108882	18316
856	109023	18191
857	109144	18063
858	109264	17935
859	109389	17807
860	109519	17680
861	109628	17550
862	109722	17418
863	109848	17290
864	109937	17157
865	110056	17029
866	110188	16903
867	110309	16775
868	110399	16642
869	110501	16511
870	110627	16384
871	110781	16261
872	110968	16143
873	111065	16011
874	111189	15884
875	111345	15761
876	111486	15636
877	111605	15507
878	111746	15382
879	111868	15254
880	112012	15129
881	112160	15005
882	112303	14880
883	112443	14755
884	112582	14629
885	112723	14503
886	112863	14378
887	112989	14250
888	113132	14125
889	113268	13999
890	113405	13873
891	113540	13747
892	113672	13620
893	113799	13493
894	113944	13367
895	114087	13242
896	114205	13113
897	114329	12986
898	114465	12859
899	114584	12731
900	114706	12603
901	114830	12476
902	114967	12349
903	115106	12223
904	115239	12096
905	115359	11968
906	115469	11839
907	115591	11711
908	115718	11584
909	115868	11459
910	115997	11332
911	116109	11203
912	116246	11077
913	116368	10949
914	116524	10824
915	116662	10698
916	116777	10569
917	116902	10442
918	117047	10316
919	117155	10187
920	117267	10058
921	117381	9930
922	117473	9800
923	117583	9671
924	117703	9543
925	117803	9414
926	117898	9284
927	118014	9156
928	118129	9028
929	118247	8900
930	118337	8770
931	118444	8641
932	118648	8520
933	118767	8392
934	118882	8264
935	119020	8138
936	119173	8012
937	119302	7885
938	119425	7758
939	119574	7632
940	119705	7505
941	119828	7378
942	119985	7252
943	120101	7124
944	120203	6995
945	120353	6870
946	120442	6740
947	120529	6611
948	120662	6484
949	120805	6358
950	120921	6230
951	121037	6102
952	121180	5976
953	121319	5849
954	121447	5722
955	121574	5595
956	121702	5468
957	121813	5340
958	121958	5214
959	122096	5087
960	122213	4959
961	122342	4832
962	122503	4706
963	122658	4580
964	122788	4453
965	122912	4326
966	123022	4198
967	123130	4070
968	123253	3943
969	123377	3815
970	123510	3688
971	123641	3561
972	123770	3434
973	123914	3307
974	124043	3180
975	124166	3053
976	124274	2925
977	124417	2798
978	124556	2671
979	124697	2544
980	124859	2418
981	124980	2290
982	125117	2163
983	125259	2036
984	125398	1909
985	125529	1782
986	125659	1655
987	125778	1527
988	125909	1400
989	126050	1273
990	126186	1145
991	126316	1018
992	126444	891
993	126592	764
994	126740	636
995	126857	509
996	127023	382
997	127115	254
998	127233	127
999	127354	0
